cellular root,domain,clade,kingdom,subkingdom,phylum,subphylum,class,no rank,order,family,genus,species,input_species,names_match,subclass,suborder,subfamily,species group,tribe,infraclass,cohort,infraorder,superfamily
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Heterogastridiales,Heterogastridiaceae,Hyalopycnis,Hyalopycnis blepharistoma,Hyalopycnis blepharistoma ATCC 48560 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales incertae sedis,Boletales,,Leucogyrophana,Leucogyrophana pinastri,Hydnomerulius pinastri v2.0,No,Agaricomycetidae,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Irpicaceae,Irpex,Irpex rosettiformis,Hydnopolyporus fimbriatus CBS384.51 v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Cantharellales,Hydnaceae,Hydnum,Hydnum rufescens,Hydnum rufescens UP504 v2.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe coccinea,Hygrocybe coccinea JK88 v2.0,Yes,Agaricomycetidae,Hygrophorineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Boletales,Hygrophoropsidaceae,Hygrophoropsis,Hygrophoropsis aurantiaca,Hygrophoropsis aurantiaca ATCC 28755 v1.0,Yes,Agaricomycetidae,Coniophorineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Physalacriaceae,Hymenopellis,Hymenopellis radicata,Hymenopellis radicata IJFM A160 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Strophariaceae,Hypholoma,Hypholoma sublateritium,Hypholoma sublateritium v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Lyophyllaceae,Hypsizygus,Hypsizygus marmoreus,Hypsizygus marmoreus 51987-8,Yes,Agaricomycetidae,Tricholomatineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hysterangiales,Hysterangiaceae,Hysterangium,Hysterangium stoloniferum,Hysterangium stoloniferum HS.BST v1.0,Yes,Phallomycetidae,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Inocybaceae,Inosperma,Inosperma lanatodiscum,Inosperma lanatodiscum 2018PMI007 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,,,Intextomyces,Intextomyces contiguus,Intextomyces contiguus OMC1699 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Irpicaceae,Irpex,Irpex lacteus,Irpex lacteus CCBAS Fr. 238 617/93 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Irpicaceae,Irpex,Irpex lacteus,Irpex lacteus DSM 1183 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Ischnodermataceae,Ischnoderma,Ischnoderma benzoinum,Ischnoderma benzoinum IVC119 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Jaapiales,Jaapiaceae,Jaapia,Jaapia argillacea,Jaapia argillacea v1.0,Yes,Agaricomycetidae,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,unclassified Jaminaea,Microstromatales,,Jaminaea,Jaminaea sp.,Jaminaea sp. MCA 5214 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales incertae sedis,Ustilaginales,,Kalmanozyma,Kalmanozyma brasiliensis,Kalmanozyma brasiliensis GHG001,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Gomphales,Lentariaceae,Kavinia,Kavinia alboviridis,Kavinia alboviridis OMC1854 v1.0,Yes,Phallomycetidae,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cuniculitremaceae,Kockovaella,Kockovaella imperatae,Kockovaella imperatae NRRL Y-17943 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,unclassified Kriegeriales,Kriegeriales,,,Kriegeriales sp.,Kriegeriales sp. isolate P6C61 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Corticiales,Corticiaceae,Kurtia,Kurtia argillacea,Kurtia argillacea OMC1749 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella pini,Kwoniella pini CBS 10737,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria amethystina,Laccaria amethystina LaAM-08-1 v2.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor 81306 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor CBS 559.96 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor CBS 594.89 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor Cham3 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor D101 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor DR170 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor N203 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor S238N 93.12 v1.1,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor S238N v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor S238N-H53 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor S238N-H70 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor S238N-H82 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor S238N-H82xH70 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor S238O v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,Laccaria bicolor v2.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,unclassified Laccaria,Agaricales,Hydnangiaceae,Laccaria,Laccaria sp.,Laccaria sp. KIS1 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,unclassified Laccaria,Agaricales,Hydnangiaceae,Laccaria,Laccaria sp.,Laccaria sp. KIS6 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,Lactarius,Lactarius akahatsu,Lactarius akahatsu QP v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,Lactarius,Lactarius controversus,Lactarius controversus PMI44 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,Lactarius,Lactarius deliciosus,Lactarius deliciosus 48 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,Lactarius,Lactarius hatsudake,Lactarius hatsudake 109 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,Lactarius,Lactarius hengduanensis,Lactarius hengduanensis 84 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,Lactarius,Lactarius indigo,Lactarius indigo 2018DUKE089 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,Lactarius,Lactarius psammicola,Lactarius psammicola BPL869 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,Lactarius,Lactarius pseudohatsudake,Lactarius pseudohatsudake 88 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,Lactarius,Lactarius quietus,Lactarius quietus S23C v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,Lactarius,Lactarius sanguifluus,Lactarius sanguifluus B21 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,Lactarius,Lactarius subdulcis,Lactarius subdulcis FM v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,Lactarius,Lactarius tabidus,Lactarius tabidus Fr. 1825 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,Lactarius,Lactarius vividus,Lactarius vividus 141 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,,Lactifluus,Lactifluus cf. subvellereus BPL653 v1.0,Genus_Search,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,,Lactifluus,Lactifluus cf. volemus BPL652 v1.0,Genus_Search,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Laetiporaceae,Laetiporus,Laetiporus sulphureus,Laetiporus sulphureus var. sulphureus v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletaceae incertae sedis,Boletales,Boletaceae,Lanmaoa,Lanmaoa asiatica,Lanmaoa asiatica v1.0,Yes,Agaricomycetidae,Boletineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Gloeocystidiellaceae,Laxitextum,Laxitextum bicolor,Laxitextum bicolor CBS 258.73 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Cubamyces,Cubamyces lactineus,Leiotrametes lactinea CIRM-BRFM 1664 v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Cubamyces,Cubamyces menziesii,Leiotrametes menziesii CIRM-BRFM 1781 v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,,Cubamyces,Leiotrametes sp. CIRM-BRFM 1775 v1.0,Genus_Search,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Auriscalpiaceae,Lentinellus,Lentinellus vulpinus,Lentinellus vulpinus AHS73672-sp v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula aciculospora,Lentinula aciculospora JLM2183 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,,Lentinula,Lentinula aff. detonsa TFB10291 v1.0,Genus_Search,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,,Lentinula,Lentinula aff. detonsa TFB10292 v1.0,Genus_Search,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,,Lentinula,Lentinula aff. lateritia TMI1499 v1.0,Genus_Search,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,,Lentinula,Lentinula afn. lateritia sp 3 TMI1502 v1.0,Genus_Search,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula boryana,Lentinula boryana TFB10827 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula detonsa,Lentinula detonsa TFB7810 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula detonsa,Lentinula detonsa TFB7829 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,Lentinula edodes B17 v1.3,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,Lentinula edodes CS-584 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,Lentinula edodes Le(Bin) 0899 ss11 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,Lentinula edodes NBRC 111202,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,Lentinula edodes TMI1148 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,Lentinula edodes TMI1633 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,Lentinula edodes VB361 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,Lentinula edodes W1-26 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,Lentinula edodes sp2 HRB7682 ss15 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula guzmanii,Lentinula guzmanii ET3784 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula lateritia,Lentinula lateritia RHP3577 ss4 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula lateritia,Lentinula lateritia RV95-379 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula novae-zelandiae,Lentinula novae-zelandiae ICMP 18003 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula novae-zelandiae,Lentinula novae-zelandiae TMI-1172 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula raphanica,Lentinula raphanica INPA1701G ss19 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula raphanica,Lentinula raphanica INPA1820 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula raphanica,Lentinula raphanica JLM1587 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula raphanica,Lentinula raphanica TFB8682 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula raphanica,Lentinula raphanica TFB9207 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula raphanica,Lentinula raphanica TFB9929 ss4 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Lentinus,Lentinus tigrinus,Lentinus tigrinus ALCF2SS1-6 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Lentinus,Lentinus tigrinus,Lentinus tigrinus ALCF2SS1-7 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Lentinus,Lentinus tigrinus,Lentinus tigrinus v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Clitocybaceae,Collybia,Collybia nuda,Lepista nuda CBS 247.69 v1.0,No,Agaricomycetidae,Tricholomatineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Irpicaceae,Leptoporus,Leptoporus mollis,Leptoporus mollis OMC1684 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Strophariaceae,Leratiomyces,Leratiomyces ceres,Leratiomyces ceres mycota028 v2.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Strophariaceae,Leratiomyces,Leratiomyces erythrocephalus,Leratiomyces erythrocephalus mycota031 v2.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus gongylophorus,Leucoagaricus gongylophorus AB2 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
