cellular root,domain,clade,kingdom,subkingdom,phylum,subphylum,class,no rank,order,family,genus,species,input_species,names_match,subclass,suborder,subfamily,species group,tribe,infraclass,cohort,infraorder,superfamily
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Cortinariaceae,Cortinarius,Cortinarius archeri,Cortinarius archeri SA1 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Cortinariaceae,Cortinarius,Cortinarius austrovenetus,Cortinarius austrovenetus TL2843-KIS7R v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Cortinariaceae,Cortinarius,Cortinarius saniosus,Cortinarius saniosus 2018PMI107 v2.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,unclassified Cortinarius,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sp.,Cortinarius sp. KIS3-TL2766 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,unclassified Cortinarius,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sp.,Cortinarius sp. TAS3 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Crassisporiaceae,Crassisporium,Crassisporium funariophilum,Crassisporium funariophilum CBS 144457 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Crepidotaceae,Crepidotus,Crepidotus cesatii,Crepidotus cesatii CBS 511.95 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Crepidotaceae,Crepidotus,Crepidotus variabilis,Crepidotus variabilis CBS 506.95 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Stephanosporaceae,Cristinia,Cristinia sonorae,Cristinia sonorae KKN 215 v1.0,Yes,Agaricomycetidae,Pleurotineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Coleosporiaceae,Cronartium,Cronartium comandrae,Cronartium comandrae Tree 4 v2.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Coleosporiaceae,Cronartium,Cronartium quercuum,Cronartium quercuum f. sp. fusiforme G11 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Coleosporiaceae,Cronartium,Cronartium ribicola,Cronartium ribicola Cypress_4 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Nidulariaceae,Crucibulum,Crucibulum laeve,Crucibulum laeve CBS 166.37 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Corticiales,Corticiaceae,Crustoderma,Crustoderma dryinum,Crustoderma dryinum OMC1663 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus amylolentus,Cryptococcus amylolentus CBS 6039,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon curvatum,Cryptococcus curvatus ATCC 20509 v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus gattii,Cryptococcus gattii CA1873,Yes,,,,Cryptococcus gattii species complex,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus gattii,Cryptococcus gattii VGII 2001/935-1,Yes,,,,Cryptococcus gattii species complex,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus gattii,Cryptococcus gattii VGIV IND107,Yes,,,,Cryptococcus gattii species complex,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus gattii,Cryptococcus gattii WM276,Yes,,,,Cryptococcus gattii species complex,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans,Cryptococcus neoformans var neoformans JEC21,Yes,,,,Cryptococcus neoformans species complex,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans,Cryptococcus neoformans var. grubii H99,Yes,,,,Cryptococcus neoformans species complex,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma terrea,Cryptococcus terreus 61-443 v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma terricola,Cryptococcus terricola JCM 24523 v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus wingfieldii,Cryptococcus wingfieldii CBS 7118,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Nidulariaceae,Cyathus,Cyathus pallidus,Cyathus pallidus NK-01 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Nidulariaceae,Cyathus,Cyathus stercoreus,Cyathus stercoreus NK-82 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Nidulariaceae,Cyathus,Cyathus striatus,Cyathus striatus AH 40144 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Physalacriaceae,Cylindrobasidium,Cylindrobasidium torrendii,Cylindrobasidium torrendii FP15055 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium minutum,Cystobasidium minutum MCA 4210 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Cystostereaceae,Cystostereum,Cystostereum murrayi,Cystostereum murrayi CysMur001 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Irpicaceae,Cytidiella,Cytidiella melzeri,Cytidiella melzeri FP 102339 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Dacrymycetes,,Dacrymycetales,Dacrymycetaceae,Dacrymyces,Dacrymyces fennicus,Dacrymyces fennicus OMC1656 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Dacrymycetes,,Dacrymycetales,Cerinomycetaceae,Cerinomyces,Cerinomyces tortus,Dacrymyces tortus OMC1693 v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Dacrymycetes,Dacrymycetes incertae sedis,,Dacryonaemataceae,Dacryonaema,Dacryonaema rufum,Dacryonaema rufum OMC1653 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Dacrymycetes,,Dacrymycetales,Dacrymycetaceae,Dacryopinax,Dacryopinax primogenitus,Dacryopinax primogenitus DJM 731 SSP1 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Fomitopsidaceae,Fomitopsis,Fomitopsis quercina,Daedalea quercina v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales incertae sedis,Agaricales,,Dendrothele,Dendrothele bispora,Dendrothele bispora CBS 962.96 v1.0,Yes,Agaricomycetidae,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales incertae sedis,Agaricales,,Dendrothele,Dendrothele microspora,Dendrothele microspora FP 101998 v1.0,Yes,Agaricomycetidae,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,unclassified Dentipellis,Russulales,Hericiaceae,Dentipellis,Dentipellis sp.,Dentipellis sp. KUC8613 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Dichomitus,Dichomitus squalens,Dichomitus squalens CBS 464.89 v2.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Dichomitus,Dichomitus squalens,Dichomitus squalens CBS463.89 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Dichomitus,Dichomitus squalens,Dichomitus squalens CBS464.89 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Dichomitus,Dichomitus squalens,Dichomitus squalens LYAD-421 SS1 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Dichomitus,Dichomitus squalens,Dichomitus squalens OM18370.1 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Niaceae,Digitatispora,Digitatispora marina,Digitatispora marina 008cD1.1 v1.0,Yes,Agaricomycetidae,Schizophyllineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia cryoxerica,Dioszegia cryoxerica ANT03-071 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia hungarica,Dioszegia hungarica PDD-24b-2,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Earliella,Earliella scabrosa,Earliella scabrosa CIRM-BRFM 1817 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Echinodontiaceae,Echinodontium,Echinodontium tinctorium,Echinodontium tinctorium Aho-80 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Entolomataceae,Entoloma,Entoloma gasteromycetoides,Entoloma gasteromycetoides TAS9 v1.0,Yes,Agaricomycetidae,Tricholomatineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Epitheliaceae,Epithele,Epithele typhae,Epithele typhae CBS 203.58 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,Erythrobasidium hasegawianum,Erythrobasidium hasegawianum ATCC 9536 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Auriculariales,Exidiaceae,Exidia,Exidia glandulosa,Exidia glandulosa v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium maculosum,Exobasidium maculosum A7-4 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium vaccinii,Exobasidium vaccinii MPITM v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Favolaschia,Favolaschia claudopus,Favolaschia claudopus CIRM-BRFM 2984 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cuniculitremaceae,Fellomyces,Fellomyces penicillatus,Fellomyces penicillatus Phaff54-35 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Fibroporiaceae,Fibroporia,Fibroporia radiculosa,Fibroporia radiculosa TFFH 294,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Sirobasidiaceae,Fibulobasidium,Fibulobasidium inconspicuum,Fibulobasidium inconspicuum Phaff89-39 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,sordariomyceta,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales incertae sedis,Helotiales,,,Natara,Fibulorhizoctonia psychrophila CBS 109695 v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium floriforme,Filobasidium floriforme CBS 6241 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae,Filobasidium wieringae UCDFST 05-544 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Fistulinaceae,Fistulina,Fistulina hepatica,Fistulina hepatica v1.0,Yes,Agaricomycetidae,Schizophyllineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,unclassified Flagelloscypha,Agaricales,Niaceae,Flagelloscypha,Flagelloscypha sp.,Flagelloscypha sp. PMI_526 v1.0,Yes,Agaricomycetidae,Schizophyllineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Irpicaceae,Irpex,Irpex flavus,Flavodon flavus 38 v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Fomes,Fomes fomentarius,Fomes fomentarius CIRM-BRFM 1821 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Hymenochaetales,Hymenochaetaceae,Fomitiporia,Fomitiporia mediterranea,Fomitiporia mediterranea v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Fomitopsidaceae,Fomitopsis,Fomitopsis betulina,Fomitopsis betulina CIRM-BRFM 1772 v1.1,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Fomitopsidaceae,Rhodofomes,Rhodofomes roseus,Fomitopsis rosea Sig1Fomros20-ss v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Fomitopsidaceae,Fomitopsis,Fomitopsis schrenkii,Fomitopsis schrenkii FP-58527 SS1 v3.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Strophariaceae,Galerina,Galerina marginata,Galerina marginata v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Corticiales,Corticiaceae,Mycobernardia,Mycobernardia incrustans,Galzinia incrustans CBS 104901 v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Ganoderma,Ganoderma adspersum,Ganoderma adspersum CBS 147723 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Ganoderma,Ganoderma boninense,Ganoderma boninense G3 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Ganoderma,Ganoderma leucocontextum,Ganoderma leucocontextum Dai12418 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum,Ganoderma lucidum G.260125-1 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Ganoderma,Ganoderma sinense,Ganoderma sinense ZZ0214-1,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,unclassified Ganoderma,Polyporales,Polyporaceae,Ganoderma,Ganoderma sp.,Ganoderma sp. 10597 SS1 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Gomphales,Gomphaceae,Gautieria,Gautieria morchelliformis,Gautieria morchelliformis GMNE.BST v1.0,Yes,Phallomycetidae,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Geastrales,Geastraceae,Geastrum,Geastrum triplex,Geastrum triplex GST.BST v1.0,Yes,Phallomycetidae,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales incertae sedis,Russulales,,Gloeopeniophorella,Gloeopeniophorella convolvens,Gloeopeniophorella convolvens OM19405 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Gloeophyllales,Gloeophyllaceae,Gloeophyllum,Gloeophyllum trabeum,Gloeophyllum trabeum v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Grifolaceae,Grifola,Grifola frondosa,Grifola frondosa 9006-11,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Physalacriaceae,Guyanagaster,Guyanagaster necrorhizus,Guyanagaster necrorhizus MCA 3950 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hymenogastraceae,Gymnopilus,Gymnopilus chrysopellus,Gymnopilus chrysopellus PR-1187 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hymenogastraceae,Gymnopilus,Gymnopilus junonius,Gymnopilus junonius AH 44721 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Gymnopus,Gymnopus androsaceus,Gymnopus androsaceus JB14 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Gymnopus,Gymnopus earleae,Gymnopus earleae GB-263.02 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Collybiopsis,Collybiopsis luxurians,Gymnopus luxurians v1.0,No,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Boletales,Gyrodontaceae,Gyrodon,Gyrodon lividus,Gyrodon lividus BX v1.0,Yes,Agaricomycetidae,Paxilineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma albidulum,Hebeloma brunneifolium PMI1Jessy v2.0,No,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum,Hebeloma cylindrosporum h7 v2.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Gloeophyllales,Gloeophyllaceae,Heliocybe,Heliocybe sulcata,Heliocybe sulcata OMC1185 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Hericiaceae,Hericium,Hericium coralloides,Hericium coralloides FP-101451 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Heterobasidion annosum species complex,Russulales,Bondarzewiaceae,Heterobasidion,Heterobasidion annosum,Heterobasidion annosum v2.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Doassansiales,Doassansiaceae,Heterodoassansia,Heterodoassansia hygrophilae,Heterodoassansia hygrophilae CBS 346.65 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Heterogastridiales,Heterogastridiaceae,Heterogastridium,Heterogastridium pycnidioideum,Heterogastridium pycnidioideum ATCC MYA-4631 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Daedaleopsis,Daedaleopsis nitida,Hexagonia nitida CIRM-BRFM 1802 v1.0,No,,,,,,,,,
